EMPRESA,ORIGEM,DESTINO,ANO,MES,TARIFA_MEDIA,ASSENTOS,PASS_PAGOS,ROTA
TAM,SDU,NVT,2022,1,202.67,193,55,SDU-NVT
GLO,FOR,BEL,2023,6,415.44,117,140,FOR-BEL
TAM,CGR,BVB,2022,2,600.84,192,71,CGR-BVB
AZU,CWB,VCP,2024,6,384.34,111,102,CWB-VCP
TAM,CWB,FLN,2024,6,593.01,182,187,CWB-FLN
TAM,MCP,JPA,2022,4,974.15,153,126,MCP-JPA
GLO,SSA,MCZ,2022,8,155.8,114,104,SSA-MCZ
AZU,RBR,CGB,2023,3,334.85,126,90,RBR-CGB
TAM,JPA,NAT,2024,12,769.61,180,82,JPA-NAT
TAM,REC,BEL,2022,6,229.46,145,122,REC-BEL
AZU,SLZ,GIG,2023,12,392.31,188,73,SLZ-GIG
TAM,CGB,CGB,2022,7,514.27,123,153,CGB-CGB
GLO,FLN,CWB,2023,3,592.99,166,121,FLN-CWB
AZU,AJU,REC,2022,2,297.49,191,130,AJU-REC
GLO,MCZ,FOR,2023,5,913.26,159,159,MCZ-FOR
AZU,CGH,VCP,2022,12,132.74,133,63,CGH-VCP
TAM,RBR,SSA,2024,1,550.41,145,54,RBR-SSA
TAM,CGH,NVT,2022,1,549.74,104,142,CGH-NVT
GLO,JPA,SSA,2024,1,936.08,179,184,JPA-SSA
TAM,THE,RBR,2022,7,429.48,163,188,THE-RBR
PAM,BSB,MCP,2024,11,607.17,152,185,BSB-MCP
AZU,POA,MAO,2022,11,760.79,164,94,POA-MAO
AZU,BVB,CGB,2023,5,425.24,193,176,BVB-CGB
AZU,FOR,GIG,2024,7,484.33,164,166,FOR-GIG
TAM,JPA,GIG,2024,5,358.85,135,155,JPA-GIG
TAM,JPA,PMW,2022,9,335.64,165,67,JPA-PMW
GLO,FLN,FOR,2022,6,811.11,155,133,FLN-FOR
AZU,POA,GIG,2023,8,548.12,151,133,POA-GIG
AZU,SSA,FLN,2024,6,210.92,181,176,SSA-FLN
GLO,GYN,MCZ,2023,10,826.19,153,171,GYN-MCZ
AZU,PVH,FOR,2023,7,804.11,131,154,PVH-FOR
TAM,SSA,GYN,2023,4,711.33,154,59,SSA-GYN
GLO,BVB,CWB,2023,7,543.03,168,102,BVB-CWB
TAM,SSA,SLZ,2022,1,140.54,187,105,SSA-SLZ
VBL,REC,CGB,2024,5,869.17,142,126,REC-CGB
AZU,POA,SDU,2023,9,1531.12,140,106,POA-SDU
AZU,FLN,CGB,2022,12,1207.16,110,183,FLN-CGB
AZU,MCP,PVH,2023,1,367.21,107,130,MCP-PVH
AZU,JPA,BSB,2022,3,700.72,132,175,JPA-BSB
GLO,THE,CNF,2024,9,419.4,194,182,THE-CNF
GLO,JPA,VCP,2023,8,732.76,131,75,JPA-VCP
TAM,MCZ,CNF,2022,2,285.17,147,88,MCZ-CNF
AZU,BEL,REC,2023,10,634.65,170,173,BEL-REC
GLO,CWB,VCP,2023,6,464.24,108,65,CWB-VCP
GLO,JPA,BVB,2022,7,799.35,188,124,JPA-BVB
GLO,SLZ,SLZ,2022,4,235.43,106,95,SLZ-SLZ
GLO,SLZ,RBR,2024,1,739.3,101,148,SLZ-RBR
GLO,FOR,RBR,2024,1,380.93,132,55,FOR-RBR
TAM,GYN,GYN,2022,8,528.56,128,159,GYN-GYN
AZU,MCZ,AJU,2024,8,577.5,175,62,MCZ-AJU
TAM,GRU,RBR,2024,6,980.7,132,83,GRU-RBR
GLO,SLZ,GIG,2022,10,303.52,137,78,SLZ-GIG
AZU,PMW,NAT,2022,5,378.57,198,142,PMW-NAT
GLO,CWB,CWB,2023,2,479.45,147,83,CWB-CWB
GLO,BEL,SSA,2022,6,650.27,198,53,BEL-SSA
AZU,RBR,REC,2022,2,1190.4,191,67,RBR-REC
TAM,NAT,GIG,2023,11,287.53,167,160,NAT-GIG
GLO,BEL,CNF,2024,3,386.85,121,146,BEL-CNF
GLO,MAO,CGB,2022,4,196.75,169,97,MAO-CGB
VBL,MAO,NVT,2023,5,363.27,118,182,MAO-NVT
TAM,MAO,SLZ,2023,2,580.92,113,120,MAO-SLZ
TAM,CGB,BVB,2022,9,300.11,189,134,CGB-BVB
AZU,MCZ,GRU,2022,9,778.13,131,125,MCZ-GRU
AZU,NAT,CNF,2022,7,402.51,170,149,NAT-CNF
TAM,THE,NAT,2022,10,479.51,126,168,THE-NAT
GLO,VCP,BSB,2023,3,432.61,156,84,VCP-BSB
GLO,NAT,CGR,2024,3,205.43,172,167,NAT-CGR
PAM,SDU,PMW,2024,2,362.47,186,178,SDU-PMW
GLO,CWB,CWB,2022,11,257.64,189,87,CWB-CWB
TAM,CGB,GYN,2024,8,182.46,139,119,CGB-GYN
TAM,POA,FLN,2022,5,357.83,123,75,POA-FLN
GLO,SDU,MCZ,2024,11,1356.15,114,86,SDU-MCZ
TAM,REC,GYN,2023,11,107.36,126,106,REC-GYN
GLO,FLN,BEL,2022,5,272.04,169,131,FLN-BEL
GLO,CGR,JPA,2022,9,433.1,186,147,CGR-JPA
GLO,AJU,RBR,2022,8,307.24,173,58,AJU-RBR
GLO,CGH,BVB,2023,11,105.4,128,166,CGH-BVB
AZU,CWB,SSA,2023,5,1433.57,107,54,CWB-SSA
TAM,PMW,PMW,2022,5,775.23,129,165,PMW-PMW
VBL,GRU,THE,2023,10,444.97,116,120,GRU-THE
TAM,VCP,CGH,2023,12,455.32,186,173,VCP-CGH
TAM,BEL,SDU,2022,12,433.48,112,141,BEL-SDU
GLO,JPA,CGB,2023,8,1103.14,192,166,JPA-CGB
TAM,BEL,BEL,2022,1,225.66,145,141,BEL-BEL
TAM,MCP,AJU,2022,2,402.45,186,151,MCP-AJU
TAM,SDU,SLZ,2022,9,238.32,111,184,SDU-SLZ
GLO,BEL,CGR,2024,2,541.19,129,167,BEL-CGR
VBL,GYN,PMW,2023,11,402.18,142,125,GYN-PMW
TAM,NVT,SDU,2024,3,580.74,179,133,NVT-SDU
GLO,POA,BEL,2024,1,244.63,113,184,POA-BEL
AZU,POA,FOR,2022,10,503.92,102,180,POA-FOR
AZU,POA,JPA,2023,3,322.61,122,125,POA-JPA
AZU,CGH,VCP,2023,3,608.1,174,78,CGH-VCP
GLO,CGH,PVH,2022,3,707.04,166,103,CGH-PVH
TAM,AJU,MCP,2024,4,460.17,150,135,AJU-MCP
TAM,BVB,SDU,2022,2,1395.05,122,177,BVB-SDU
AZU,CGB,CWB,2022,3,490.23,148,67,CGB-CWB
GLO,BEL,POA,2024,1,410.06,168,140,BEL-POA
TAM,FLN,SDU,2023,7,526.96,168,53,FLN-SDU
GLO,MCP,NVT,2024,2,336.06,168,188,MCP-NVT
GLO,BEL,CGR,2023,12,426.73,153,75,BEL-CGR
TAM,MCZ,SSA,2022,8,291.44,156,105,MCZ-SSA
AZU,RBR,MCZ,2024,4,409.36,145,92,RBR-MCZ
GLO,SSA,POA,2023,3,802.17,159,130,SSA-POA
AZU,PMW,CGR,2023,7,910.96,142,103,PMW-CGR
GLO,SDU,CGR,2023,7,378.8,146,71,SDU-CGR
GLO,RBR,CWB,2023,12,524.95,169,126,RBR-CWB
AZU,GIG,FOR,2023,4,466.45,113,105,GIG-FOR
GLO,CGR,CWB,2023,11,587.3,129,149,CGR-CWB
TAM,GRU,POA,2023,2,230.34,194,162,GRU-POA
GLO,SLZ,FOR,2022,3,659.01,168,57,SLZ-FOR
TAM,POA,NVT,2022,6,637.25,157,153,POA-NVT
GLO,MCZ,CWB,2022,6,574.14,147,118,MCZ-CWB
GLO,VCP,CWB,2023,8,463.06,119,84,VCP-CWB
GLO,MCP,MAO,2023,12,730.41,144,73,MCP-MAO
AZU,CGB,FOR,2023,1,494.29,169,136,CGB-FOR
AZU,CGR,NAT,2024,5,991.51,112,134,CGR-NAT
GLO,GYN,SDU,2022,8,360.81,165,186,GYN-SDU
GLO,SLZ,POA,2024,10,228.84,164,98,SLZ-POA
AZU,CGH,GYN,2024,7,1482.4,141,58,CGH-GYN
GLO,CWB,RBR,2024,1,1277.64,161,121,CWB-RBR
TAM,BSB,BSB,2024,7,258.58,175,174,BSB-BSB
GLO,MAO,PMW,2023,11,427.57,108,155,MAO-PMW
AZU,GIG,CNF,2024,7,469.2,107,186,GIG-CNF
PAM,SSA,REC,2022,8,333.26,116,100,SSA-REC
GLO,JPA,FLN,2024,4,426.12,127,179,JPA-FLN
GLO,CWB,REC,2023,5,406.07,121,172,CWB-REC
VBL,JPA,JPA,2022,5,470.36,101,81,JPA-JPA
TAM,AJU,NAT,2023,8,950.79,159,161,AJU-NAT
AZU,MAO,FOR,2022,11,503.46,105,168,MAO-FOR
GLO,BVB,MCP,2024,10,656.77,172,159,BVB-MCP
TAM,CNF,MCP,2024,2,808.17,153,91,CNF-MCP
TAM,NAT,GIG,2023,3,430.71,123,149,NAT-GIG
GLO,SSA,FOR,2022,1,2036.59,131,79,SSA-FOR
AZU,POA,FOR,2024,8,492.21,114,113,POA-FOR
GLO,MCP,GYN,2024,5,247.65,110,67,MCP-GYN
TAM,NVT,BSB,2024,8,264.85,174,141,NVT-BSB
VBL,SDU,SSA,2023,12,501.43,161,54,SDU-SSA
TAM,JPA,MAO,2023,7,493.29,199,127,JPA-MAO
TAM,CGH,NVT,2023,11,256.17,107,57,CGH-NVT
GLO,CGH,FOR,2023,7,643.81,198,105,CGH-FOR
VBL,CGB,MAO,2022,11,464.19,150,163,CGB-MAO
GLO,BEL,MAO,2023,4,247.37,135,53,BEL-MAO
TAM,GRU,REC,2023,4,644.07,182,106,GRU-REC
GLO,VCP,REC,2023,2,346.6,114,76,VCP-REC
AZU,MCP,GYN,2024,7,935.23,154,90,MCP-GYN
VBL,GIG,PVH,2023,12,962.91,117,96,GIG-PVH
GLO,VCP,BVB,2023,4,321.67,116,162,VCP-BVB
GLO,MCP,FLN,2022,9,410.48,177,116,MCP-FLN
AZU,MCZ,NAT,2023,7,354.11,179,106,MCZ-NAT
TAM,BVB,MCZ,2022,12,344.26,181,98,BVB-MCZ
GLO,CGH,MCP,2024,10,321.09,196,104,CGH-MCP
GLO,FOR,MCZ,2023,11,635.89,169,146,FOR-MCZ
GLO,FOR,GRU,2023,10,574.0,159,94,FOR-GRU
GLO,PMW,PMW,2024,7,382.36,145,102,PMW-PMW
TAM,CNF,GYN,2022,6,134.41,177,162,CNF-GYN
TAM,CGH,POA,2023,5,588.25,115,188,CGH-POA
PAM,CGH,FOR,2024,3,1329.05,100,63,CGH-FOR
GLO,CWB,JPA,2022,8,296.31,125,81,CWB-JPA
GLO,REC,GRU,2022,2,255.15,142,131,REC-GRU
GLO,MCP,FLN,2023,11,1187.8,133,66,MCP-FLN
TAM,GYN,SLZ,2022,8,253.76,158,170,GYN-SLZ
GLO,MCZ,CGB,2023,3,315.81,168,88,MCZ-CGB
AZU,NVT,SDU,2023,3,366.31,167,53,NVT-SDU
TAM,NAT,PVH,2024,2,945.61,190,61,NAT-PVH
TAM,FOR,GIG,2023,8,586.39,104,181,FOR-GIG
GLO,REC,FOR,2023,9,403.03,123,110,REC-FOR
TAM,BVB,RBR,2024,2,1151.98,171,124,BVB-RBR
TAM,PVH,NAT,2023,5,246.03,180,118,PVH-NAT
TAM,CNF,CNF,2023,2,490.24,122,181,CNF-CNF
VBL,AJU,MCP,2024,10,824.28,163,121,AJU-MCP
TAM,CNF,BSB,2022,5,1135.18,118,165,CNF-BSB
TAM,JPA,PVH,2023,4,181.69,171,76,JPA-PVH
GLO,POA,SSA,2024,9,580.52,105,149,POA-SSA
AZU,SLZ,NAT,2024,6,703.73,165,159,SLZ-NAT
VBL,BSB,JPA,2023,11,526.17,171,63,BSB-JPA
AZU,CGB,CGB,2022,5,702.13,190,95,CGB-CGB
GLO,PVH,REC,2022,9,322.17,195,80,PVH-REC
TAM,SLZ,AJU,2023,5,595.15,164,133,SLZ-AJU
TAM,MCP,GRU,2023,4,1031.03,110,124,MCP-GRU
AZU,MCP,MCP,2022,7,577.2,127,164,MCP-MCP
AZU,POA,NAT,2024,2,715.73,126,119,POA-NAT
AZU,PMW,FOR,2024,6,444.16,126,81,PMW-FOR
AZU,BVB,GYN,2023,1,163.11,186,145,BVB-GYN
AZU,GRU,SDU,2024,6,423.56,186,78,GRU-SDU
TAM,CNF,MAO,2023,4,656.32,160,87,CNF-MAO
GLO,RBR,BEL,2023,12,689.54,128,113,RBR-BEL
AZU,MCZ,THE,2022,10,195.76,151,53,MCZ-THE
GLO,POA,REC,2022,5,956.73,185,62,POA-REC
AZU,BEL,GIG,2023,4,303.87,113,186,BEL-GIG
AZU,PMW,SLZ,2024,1,1214.95,140,107,PMW-SLZ
AZU,NAT,GIG,2024,8,834.45,185,134,NAT-GIG
AZU,FOR,CGR,2024,3,857.72,158,77,FOR-CGR
AZU,SLZ,CNF,2023,2,465.3,104,54,SLZ-CNF
VBL,SLZ,THE,2024,7,392.75,141,108,SLZ-THE
TAM,REC,CGB,2023,9,344.55,190,147,REC-CGB
TAM,FOR,PVH,2023,6,563.09,121,74,FOR-PVH
TAM,SLZ,CGB,2023,1,296.92,149,66,SLZ-CGB
AZU,CGH,GIG,2023,2,940.93,108,58,CGH-GIG
TAM,MCP,VCP,2022,5,250.34,105,73,MCP-VCP
GLO,REC,GRU,2024,8,274.7,198,171,REC-GRU
GLO,NAT,SSA,2023,6,701.05,136,114,NAT-SSA
GLO,BVB,MCP,2024,11,408.13,123,63,BVB-MCP
TAM,NAT,CGH,2023,1,677.97,103,115,NAT-CGH
VBL,GIG,CGH,2022,9,695.7,107,172,GIG-CGH
GLO,JPA,MCZ,2024,4,385.2,166,96,JPA-MCZ
VBL,FOR,THE,2022,12,327.96,161,138,FOR-THE
AZU,THE,THE,2023,3,1413.19,137,60,THE-THE
AZU,CGH,JPA,2024,11,398.75,198,144,CGH-JPA
AZU,SDU,GRU,2023,7,575.14,161,142,SDU-GRU
GLO,CGB,MCZ,2024,4,390.71,147,163,CGB-MCZ
TAM,NAT,MCZ,2023,4,245.18,195,111,NAT-MCZ
TAM,NVT,JPA,2024,9,1408.17,102,136,NVT-JPA
VBL,PMW,GRU,2023,9,253.97,113,150,PMW-GRU
TAM,PMW,CGR,2022,11,703.93,174,182,PMW-CGR
GLO,MAO,BEL,2023,4,372.88,146,91,MAO-BEL
TAM,GIG,PMW,2022,12,382.13,179,182,GIG-PMW
AZU,BSB,MCZ,2022,1,575.34,149,97,BSB-MCZ
GLO,CGH,JPA,2023,8,412.27,160,75,CGH-JPA
GLO,BVB,CGR,2022,12,177.14,150,177,BVB-CGR
TAM,FLN,GYN,2023,7,1575.63,176,135,FLN-GYN
GLO,NAT,SSA,2022,6,276.32,181,145,NAT-SSA
GLO,AJU,CGB,2024,2,1661.44,136,114,AJU-CGB
GLO,CGR,BSB,2023,3,529.06,130,105,CGR-BSB
TAM,JPA,REC,2023,8,2908.96,148,135,JPA-REC
AZU,CGB,NAT,2022,10,912.02,186,174,CGB-NAT
TAM,NVT,CNF,2022,11,693.01,147,124,NVT-CNF
GLO,AJU,MAO,2024,8,964.69,193,186,AJU-MAO
VBL,NAT,JPA,2022,8,324.81,103,51,NAT-JPA
AZU,JPA,PMW,2022,12,483.01,191,127,JPA-PMW
VBL,THE,MCP,2023,2,823.83,193,91,THE-MCP
TAM,POA,RBR,2024,10,488.31,198,129,POA-RBR
GLO,BSB,MCZ,2023,4,307.29,125,135,BSB-MCZ
GLO,JPA,POA,2023,2,716.03,164,54,JPA-POA
AZU,CGH,POA,2023,3,866.58,128,86,CGH-POA
AZU,REC,VCP,2022,5,568.71,117,134,REC-VCP
TAM,BEL,VCP,2022,12,605.76,103,188,BEL-VCP
VBL,PVH,NAT,2022,5,651.04,108,138,PVH-NAT
TAM,SSA,MCZ,2023,6,926.92,113,162,SSA-MCZ
VBL,FLN,BVB,2023,4,172.59,134,144,FLN-BVB
TAM,SSA,CNF,2022,11,99.59,159,177,SSA-CNF
TAM,BSB,THE,2022,1,250.61,153,184,BSB-THE
GLO,POA,FLN,2023,9,733.57,132,91,POA-FLN
GLO,MCZ,CGR,2024,4,184.48,151,113,MCZ-CGR
GLO,PMW,FLN,2024,12,425.15,148,149,PMW-FLN
VBL,NAT,SLZ,2022,7,377.08,143,128,NAT-SLZ
TAM,BVB,FOR,2024,8,436.84,130,150,BVB-FOR
GLO,SLZ,AJU,2024,2,227.3,152,184,SLZ-AJU
GLO,GRU,GYN,2024,10,670.04,194,177,GRU-GYN
AZU,CWB,VCP,2024,8,423.93,127,91,CWB-VCP
TAM,CWB,NAT,2022,7,517.1,102,150,CWB-NAT
VBL,BVB,MAO,2022,6,292.66,113,78,BVB-MAO
AZU,NAT,SLZ,2024,8,161.49,196,87,NAT-SLZ
TAM,FLN,POA,2024,11,260.92,152,93,FLN-POA
GLO,FLN,BSB,2023,12,553.3,118,111,FLN-BSB
GLO,GIG,FLN,2024,10,461.33,179,168,GIG-FLN
AZU,GYN,PVH,2022,2,223.99,172,69,GYN-PVH
VBL,JPA,AJU,2024,3,660.0,104,110,JPA-AJU
TAM,CGH,BEL,2024,11,218.0,117,58,CGH-BEL
GLO,BSB,THE,2024,1,548.88,113,109,BSB-THE
TAM,GRU,THE,2023,3,899.45,123,189,GRU-THE
GLO,FLN,PVH,2022,11,414.97,175,85,FLN-PVH
GLO,BSB,FOR,2022,4,171.55,192,186,BSB-FOR
TAM,REC,GIG,2023,5,467.68,132,92,REC-GIG
TAM,REC,MCZ,2024,6,1294.6,154,188,REC-MCZ
TAM,AJU,PMW,2023,10,952.16,139,155,AJU-PMW
TAM,SDU,NVT,2022,4,734.81,164,50,SDU-NVT
GLO,JPA,FOR,2022,10,202.7,158,89,JPA-FOR
GLO,NVT,BSB,2022,1,1187.15,144,162,NVT-BSB
GLO,FOR,GYN,2022,3,478.5,102,68,FOR-GYN
GLO,FLN,CWB,2024,10,289.03,128,53,FLN-CWB
AZU,RBR,NAT,2022,12,565.61,116,70,RBR-NAT
GLO,CNF,GYN,2022,6,370.42,111,138,CNF-GYN
AZU,GIG,CGH,2023,12,463.42,103,156,GIG-CGH
AZU,CGH,MAO,2024,5,529.88,159,156,CGH-MAO
TAM,CGR,SLZ,2023,3,532.24,171,103,CGR-SLZ
AZU,PVH,JPA,2023,1,1791.54,122,137,PVH-JPA
AZU,CGB,CNF,2023,12,391.69,181,174,CGB-CNF
GLO,MCP,BVB,2024,8,340.69,113,52,MCP-BVB
TAM,MAO,FLN,2022,4,156.39,193,74,MAO-FLN
GLO,PMW,PMW,2024,3,487.45,164,70,PMW-PMW
TAM,FOR,BSB,2022,9,862.39,118,167,FOR-BSB
AZU,CGH,AJU,2022,3,1044.74,123,151,CGH-AJU
GLO,GYN,BVB,2023,11,646.47,149,73,GYN-BVB
GLO,POA,SLZ,2024,3,725.66,190,95,POA-SLZ
TAM,NVT,BEL,2024,8,1110.3,179,86,NVT-BEL
TAM,CGB,BSB,2024,10,275.35,195,145,CGB-BSB
GLO,FLN,RBR,2024,1,260.9,177,187,FLN-RBR
AZU,VCP,SDU,2024,9,451.73,140,71,VCP-SDU
TAM,VCP,REC,2024,9,307.89,136,179,VCP-REC
AZU,CGH,MCZ,2023,8,599.96,174,88,CGH-MCZ
GLO,BSB,BVB,2023,6,637.61,176,151,BSB-BVB
AZU,NVT,THE,2023,5,611.59,103,72,NVT-THE
AZU,CGH,BEL,2022,8,1065.14,193,172,CGH-BEL
GLO,REC,PMW,2022,8,420.71,168,51,REC-PMW
AZU,NAT,JPA,2024,8,192.19,179,185,NAT-JPA
GLO,MAO,SDU,2024,4,458.22,147,84,MAO-SDU
GLO,MCP,SDU,2023,5,810.44,104,166,MCP-SDU
PAM,GIG,CGH,2022,6,252.77,154,67,GIG-CGH
GLO,REC,GIG,2023,11,261.09,184,74,REC-GIG
GLO,VCP,CWB,2022,4,536.08,142,76,VCP-CWB
GLO,FOR,MAO,2023,9,130.78,157,153,FOR-MAO
GLO,BSB,BEL,2024,12,756.95,135,187,BSB-BEL
GLO,MAO,MAO,2024,5,380.42,102,92,MAO-MAO
GLO,JPA,AJU,2023,10,210.31,107,95,JPA-AJU
TAM,PVH,GRU,2023,4,451.14,139,161,PVH-GRU
GLO,PMW,FOR,2022,4,600.51,186,124,PMW-FOR
VBL,SSA,SSA,2023,6,373.69,191,163,SSA-SSA
GLO,AJU,AJU,2024,7,1011.87,117,149,AJU-AJU
PAM,SDU,GIG,2022,8,426.09,141,189,SDU-GIG
AZU,RBR,GRU,2023,1,344.92,146,133,RBR-GRU
AZU,RBR,THE,2023,9,1031.0,127,145,RBR-THE
AZU,GRU,SDU,2024,2,212.91,103,120,GRU-SDU
TAM,POA,MAO,2022,10,900.13,154,79,POA-MAO
TAM,PMW,SDU,2024,5,254.01,109,114,PMW-SDU
TAM,CGR,NVT,2024,8,292.07,145,150,CGR-NVT
VBL,MCZ,GYN,2024,5,269.8,151,53,MCZ-GYN
TAM,JPA,PVH,2024,2,1726.11,174,80,JPA-PVH
TAM,CGR,NVT,2024,6,879.74,119,66,CGR-NVT
AZU,NVT,BSB,2022,1,613.16,147,69,NVT-BSB
AZU,CGB,SDU,2024,10,563.17,161,119,CGB-SDU
GLO,THE,MAO,2024,10,403.73,106,115,THE-MAO
PAM,REC,BEL,2023,3,1088.39,113,146,REC-BEL
TAM,GYN,NVT,2023,6,301.8,177,72,GYN-NVT
TAM,BSB,SLZ,2023,7,721.74,194,119,BSB-SLZ
AZU,CNF,GRU,2023,9,247.65,148,111,CNF-GRU
AZU,VCP,CWB,2022,1,478.81,157,183,VCP-CWB
VBL,SLZ,RBR,2022,12,782.28,113,129,SLZ-RBR
GLO,CGH,SDU,2023,7,614.66,101,143,CGH-SDU
GLO,PMW,FOR,2023,2,333.91,142,127,PMW-FOR
GLO,GRU,GRU,2023,7,571.32,128,157,GRU-GRU
TAM,SLZ,GYN,2023,5,390.81,156,85,SLZ-GYN
TAM,MCP,MCP,2024,5,557.11,197,97,MCP-MCP
TAM,CGR,FOR,2024,4,233.76,182,77,CGR-FOR
GLO,SLZ,MAO,2024,6,421.77,189,179,SLZ-MAO
GLO,AJU,FLN,2023,9,298.67,155,81,AJU-FLN
GLO,NAT,BVB,2024,10,584.99,161,126,NAT-BVB
AZU,AJU,REC,2022,12,538.72,191,157,AJU-REC
VBL,NVT,CGB,2024,9,468.46,190,121,NVT-CGB
AZU,BEL,CGR,2023,11,536.77,101,117,BEL-CGR
GLO,POA,SSA,2022,1,399.11,168,189,POA-SSA
AZU,SDU,PMW,2022,3,444.43,178,153,SDU-PMW
GLO,VCP,NAT,2022,3,118.58,143,115,VCP-NAT
VBL,MCZ,POA,2024,12,317.29,100,189,MCZ-POA
GLO,GYN,NVT,2023,10,431.39,104,95,GYN-NVT
VBL,REC,REC,2023,11,550.63,142,62,REC-REC
GLO,BVB,MCZ,2022,5,599.82,153,82,BVB-MCZ
AZU,FLN,CGR,2024,12,330.28,133,69,FLN-CGR
AZU,BEL,GIG,2022,1,338.59,187,137,BEL-GIG
GLO,JPA,THE,2022,6,393.66,166,140,JPA-THE
TAM,PMW,VCP,2022,1,617.56,159,84,PMW-VCP
VBL,CWB,FOR,2022,4,410.99,141,106,CWB-FOR
AZU,NAT,MCZ,2023,5,542.25,136,144,NAT-MCZ
TAM,AJU,NAT,2023,9,471.62,155,116,AJU-NAT
TAM,VCP,POA,2023,11,654.98,150,89,VCP-POA
GLO,SSA,AJU,2024,5,168.13,102,84,SSA-AJU
VBL,CGR,SSA,2022,8,334.74,127,160,CGR-SSA
AZU,CGR,PVH,2022,3,418.81,130,58,CGR-PVH
PAM,REC,MCP,2024,8,1144.4,121,100,REC-MCP
TAM,GYN,AJU,2023,2,283.95,113,84,GYN-AJU
GLO,GIG,BSB,2024,12,575.85,174,135,GIG-BSB
TAM,JPA,FOR,2022,2,763.69,155,113,JPA-FOR
PAM,GRU,CGB,2023,10,1142.91,167,101,GRU-CGB
GLO,RBR,CNF,2024,5,340.1,156,141,RBR-CNF
AZU,CGR,MAO,2023,3,745.82,138,86,CGR-MAO
PAM,THE,BSB,2024,10,351.73,109,103,THE-BSB
AZU,GRU,SLZ,2022,12,594.03,172,154,GRU-SLZ
GLO,SSA,SLZ,2024,4,622.64,168,171,SSA-SLZ
TAM,CGB,NVT,2022,6,394.33,171,60,CGB-NVT
TAM,FOR,PMW,2023,2,308.26,126,75,FOR-PMW
VBL,POA,CNF,2024,6,385.77,178,166,POA-CNF
PAM,MCZ,VCP,2022,9,611.4,101,86,MCZ-VCP
AZU,SDU,CNF,2022,4,574.37,198,125,SDU-CNF
AZU,MCP,JPA,2024,10,919.25,198,189,MCP-JPA
AZU,CGB,SSA,2023,8,445.11,109,56,CGB-SSA
AZU,BEL,BVB,2022,3,564.76,123,128,BEL-BVB
GLO,SSA,THE,2024,4,132.66,147,146,SSA-THE
GLO,PMW,BSB,2024,3,287.64,155,104,PMW-BSB
PAM,THE,BVB,2023,11,446.32,118,121,THE-BVB
GLO,NAT,MCZ,2023,5,384.89,108,125,NAT-MCZ
PAM,PVH,SSA,2023,1,1029.92,120,178,PVH-SSA
AZU,CNF,THE,2023,2,258.52,179,158,CNF-THE
AZU,NVT,CGR,2023,3,173.16,135,98,NVT-CGR
TAM,SSA,MCZ,2024,1,804.46,142,161,SSA-MCZ
AZU,SSA,PVH,2022,10,365.68,110,115,SSA-PVH
TAM,JPA,MAO,2024,11,288.37,148,112,JPA-MAO
AZU,FLN,BSB,2024,9,638.22,184,116,FLN-BSB
TAM,GYN,REC,2023,7,481.05,148,162,GYN-REC
AZU,REC,CWB,2024,1,1100.03,183,171,REC-CWB
VBL,POA,VCP,2023,1,249.97,183,106,POA-VCP
TAM,BEL,PMW,2022,11,602.78,127,175,BEL-PMW
VBL,BSB,RBR,2023,6,413.59,199,139,BSB-RBR
AZU,GIG,GIG,2024,4,301.72,147,129,GIG-GIG
GLO,BVB,VCP,2024,10,436.1,112,175,BVB-VCP
TAM,RBR,CGR,2023,5,348.41,179,123,RBR-CGR
GLO,MCZ,PVH,2024,8,672.34,138,78,MCZ-PVH
TAM,NAT,RBR,2024,11,225.83,193,118,NAT-RBR
TAM,VCP,FLN,2024,4,905.49,107,120,VCP-FLN
TAM,MCP,PMW,2023,8,926.25,118,131,MCP-PMW
TAM,PVH,AJU,2022,12,267.66,196,108,PVH-AJU
TAM,REC,CGH,2023,12,493.47,172,60,REC-CGH
TAM,GRU,AJU,2022,5,1107.85,102,167,GRU-AJU
AZU,MCZ,SDU,2024,5,443.53,111,104,MCZ-SDU
GLO,RBR,THE,2023,2,196.16,128,56,RBR-THE
GLO,REC,CGB,2024,5,930.29,133,82,REC-CGB
AZU,THE,JPA,2023,4,937.18,133,78,THE-JPA
TAM,NVT,SSA,2023,3,484.57,198,167,NVT-SSA
TAM,CGH,PMW,2023,11,827.63,149,55,CGH-PMW
AZU,REC,REC,2024,11,1444.29,157,183,REC-REC
AZU,PMW,REC,2024,10,551.18,173,50,PMW-REC
AZU,PMW,SDU,2022,3,826.04,148,112,PMW-SDU
TAM,GYN,AJU,2024,10,389.11,121,189,GYN-AJU
TAM,SDU,CNF,2023,8,181.33,101,111,SDU-CNF
PAM,SDU,BVB,2023,2,499.92,183,153,SDU-BVB
AZU,REC,PVH,2022,1,480.75,193,113,REC-PVH
AZU,FLN,CGH,2024,11,525.98,188,139,FLN-CGH
AZU,NVT,MCP,2024,6,854.75,193,101,NVT-MCP
GLO,PMW,NVT,2023,6,610.44,137,98,PMW-NVT
TAM,NVT,MCP,2024,11,513.56,167,184,NVT-MCP
GLO,SSA,PVH,2022,5,325.77,185,113,SSA-PVH
GLO,BVB,FLN,2024,12,289.63,141,120,BVB-FLN
TAM,FLN,JPA,2022,3,1405.38,140,171,FLN-JPA
